Level	exp	hp	mp	dc1	dc2	mc1	mc2	sc1	sc2	ac1	ac2	mac1	mac2
440	1139586600	35948	24733	0	0	0	0	131	147	24	45	24	45
441	1147365840	36031	24763	0	0	0	0	132	147	24	45	24	45
442	1155180400	36114	24793	0	0	0	0	132	147	24	45	24	45
443	1163030360	36197	24823	0	0	0	0	132	148	24	45	24	45
444	1170915800	36280	24853	0	0	0	0	133	148	24	45	24	45
445	1178836800	36363	24883	0	0	0	0	133	148	24	45	24	45
446	1186793440	36446	24913	0	0	0	0	133	149	24	45	24	45
447	1194785800	36529	24943	0	0	0	0	134	149	24	45	24	45
448	1202813960	36612	24973	0	0	0	0	134	149	24	45	24	45
449	1210878000	36695	25003	0	0	0	0	134	150	24	45	24	45
450	1218978000	36778	25033	0	0	0	0	135	150	25	46	25	46
451	1227114040	36861	25063	0	0	0	0	135	150	25	46	25	46
452	1235286200	36944	25093	0	0	0	0	135	151	25	46	25	46
453	1243494560	37027	25123	0	0	0	0	135	151	25	46	25	46
454	1251739200	37110	25153	0	0	0	0	135	151	25	46	25	46
455	1260020200	37193	25183	0	0	0	0	135	152	25	46	25	46
456	1268337640	37276	25213	0	0	0	0	136	152	25	46	25	46
457	1276691600	37359	25243	0	0	0	0	136	152	25	46	25	46
458	1285082160	37442	25273	0	0	0	0	136	153	25	46	25	46
459	1293509400	37525	25303	0	0	0	0	137	153	25	46	25	46
460	1301973400	37608	25333	0	0	0	0	137	153	25	47	25	47
461	1310474240	37691	25363	0	0	0	0	137	154	25	47	25	47
462	1319012000	37774	25393	0	0	0	0	138	154	25	47	25	47
463	1327586760	37857	25423	0	0	0	0	138	154	25	47	25	47
464	1336198600	37940	25453	0	0	0	0	138	155	25	47	25	47
465	1344847600	38023	25483	0	0	0	0	139	155	25	47	25	47
466	1353533840	38106	25513	0	0	0	0	139	155	25	47	25	47
467	1362257400	38189	25543	0	0	0	0	139	156	25	47	25	47
468	1371018360	38272	25573	0	0	0	0	140	156	26	47	26	47
469	1379816800	38355	25603	0	0	0	0	140	156	26	47	26	47
470	1388652800	38438	25633	0	0	0	0	140	157	26	48	26	48
471	1397526440	38521	25663	0	0	0	0	141	157	26	48	26	48
472	1406437800	38604	25693	0	0	0	0	141	157	26	48	26	48
473	1415386960	38687	25723	0	0	0	0	141	158	26	48	26	48
474	1424374000	38770	25753	0	0	0	0	142	158	26	48	26	48
475	1433399000	38853	25783	0	0	0	0	142	158	26	48	26	48
476	1442462040	38936	25813	0	0	0	0	142	159	26	48	26	48
477	1451563200	39019	25843	0	0	0	0	143	159	26	48	26	48
478	1460702560	39102	25873	0	0	0	0	143	159	26	48	26	48
479	1469880200	39185	25903	0	0	0	0	143	160	26	48	26	48
480	1479096200	39268	25933	0	0	0	0	144	160	26	49	26	49
481	1488350640	39351	25963	0	0	0	0	144	160	26	49	26	49
482	1497643600	39434	25993	0	0	0	0	144	161	26	49	26	49
483	1506975160	39517	26023	0	0	0	0	144	161	26	49	26	49
484	1516345400	39600	26053	0	0	0	0	144	161	26	49	26	49
485	1525754400	39683	26083	0	0	0	0	144	162	26	49	26	49
486	1535202240	39766	26113	0	0	0	0	145	162	27	49	27	49
487	1544689000	39849	26143	0	0	0	0	145	162	27	49	27	49
488	1554214760	39932	26173	0	0	0	0	145	163	27	49	27	49
489	1563779600	40015	26203	0	0	0	0	146	163	27	49	27	49
490	1573383600	40098	26233	0	0	0	0	146	163	27	50	27	50
491	1583026840	40181	26263	0	0	0	0	146	164	27	50	27	50
492	1592709400	40264	26293	0	0	0	0	147	164	27	50	27	50
493	1602431360	40347	26323	0	0	0	0	147	164	27	50	27	50
494	1612192800	40430	26353	0	0	0	0	147	165	27	50	27	50
495	1621993800	40513	26383	0	0	0	0	148	165	27	50	27	50
496	1631834440	40596	26413	0	0	0	0	148	165	27	50	27	50
497	1641714800	40679	26443	0	0	0	0	148	166	27	50	27	50
498	1651634960	40762	26473	0	0	0	0	149	166	27	50	27	50
499	1661595000	40845	26503	0	0	0	0	149	166	27	50	27	50
500	1671595000	40928	26533	0	0	0	0	149	167	27	51	27	51
501	1681635040	41011	26563	0	0	0	0	150	167	27	51	27	51
502	1691715200	41094	26593	0	0	0	0	150	167	27	51	27	51
503	1701835560	41177	26623	0	0	0	0	150	168	27	51	27	51
504	1711996200	41260	26653	0	0	0	0	151	168	28	51	28	51
505	1722197200	41343	26683	0	0	0	0	151	168	28	51	28	51
506	1732438640	41426	26713	0	0	0	0	151	169	28	51	28	51
507	1742720600	41509	26743	0	0	0	0	152	169	28	51	28	51
508	1753043160	41592	26773	0	0	0	0	152	169	28	51	28	51
509	1763406400	41675	26803	0	0	0	0	152	170	28	51	28	51
510	1773810400	41758	26833	0	0	0	0	153	170	28	52	28	52
511	1784255240	41841	26863	0	0	0	0	153	170	28	52	28	52
512	1794741000	41924	26893	0	0	0	0	153	171	28	52	28	52
513	1805267760	42007	26923	0	0	0	0	153	171	28	52	28	52
514	1815835600	42090	26953	0	0	0	0	153	171	28	52	28	52
515	1826444600	42173	26983	0	0	0	0	153	172	28	52	28	52
516	1837094840	42256	27013	0	0	0	0	154	172	28	52	28	52
517	1847786400	42339	27043	0	0	0	0	154	172	28	52	28	52
518	1858519360	42422	27073	0	0	0	0	154	173	28	52	28	52
519	1869293800	42505	27103	0	0	0	0	155	173	28	52	28	52
520	1880109800	42588	27133	0	0	0	0	155	173	28	53	28	53
521	1890967440	42671	27163	0	0	0	0	155	174	28	53	28	53
522	1901866800	42754	27193	0	0	0	0	156	174	29	53	29	53
523	1912807960	42837	27223	0	0	0	0	156	174	29	53	29	53
524	1923791000	42920	27253	0	0	0	0	156	175	29	53	29	53
525	1934816000	43003	27283	0	0	0	0	157	175	29	53	29	53
526	1945883040	43086	27313	0	0	0	0	157	175	29	53	29	53
527	1956992200	43169	27343	0	0	0	0	157	176	29	53	29	53
528	1968143560	43252	27373	0	0	0	0	158	176	29	53	29	53
529	1979337200	43335	27403	0	0	0	0	158	176	29	53	29	53
530	1990573200	43418	27433	0	0	0	0	158	177	29	54	29	54
531	2001851640	43501	27463	0	0	0	0	159	177	29	54	29	54
532	2013172600	43584	27493	0	0	0	0	159	177	29	54	29	54
533	2024536160	43667	27523	0	0	0	0	159	178	29	54	29	54
534	2035942400	43750	27553	0	0	0	0	160	178	29	54	29	54
535	2047391400	43833	27583	0	0	0	0	160	178	29	54	29	54
536	2058883240	43916	27613	0	0	0	0	160	179	29	54	29	54
537	2070418000	43999	27643	0	0	0	0	161	179	29	54	29	54
538	2081995760	44082	27673	0	0	0	0	161	179	29	54	29	54
539	2093616600	44165	27703	0	0	0	0	161	180	29	54	29	54
540	2105280600	44248	27733	0	0	0	0	162	180	30	55	30	55
541	2116987840	44331	27763	0	0	0	0	162	180	30	55	30	55
542	2128738400	44414	27793	0	0	0	0	162	181	30	55	30	55
543	2140532360	44497	27823	0	0	0	0	162	181	30	55	30	55
544	2152369800	44580	27853	0	0	0	0	162	181	30	55	30	55
545	2164250800	44663	27883	0	0	0	0	162	182	30	55	30	55
546	2176175440	44746	27913	0	0	0	0	163	182	30	55	30	55
547	2188143800	44829	27943	0	0	0	0	163	182	30	55	30	55
548	2200155960	44912	27973	0	0	0	0	163	183	30	55	30	55
549	2212212000	44995	28003	0	0	0	0	164	183	30	55	30	55
550	2224312000	45078	28033	0	0	0	0	164	183	30	56	30	56
551	2236456040	45161	28063	0	0	0	0	164	184	30	56	30	56
552	2248644200	45244	28093	0	0	0	0	165	184	30	56	30	56
553	2260876560	45327	28123	0	0	0	0	165	184	30	56	30	56
554	2273153200	45410	28153	0	0	0	0	165	185	30	56	30	56
555	2285474200	45493	28183	0	0	0	0	166	185	30	56	30	56
556	2297839640	45576	28213	0	0	0	0	166	185	30	56	30	56
557	2310249600	45659	28243	0	0	0	0	166	186	30	56	30	56
558	2322704160	45742	28273	0	0	0	0	167	186	31	56	31	56
559	2335203400	45825	28303	0	0	0	0	167	186	31	56	31	56
560	2347747400	45908	28333	0	0	0	0	167	187	31	57	31	57
561	2360336240	45991	28363	0	0	0	0	168	187	31	57	31	57
562	2372970000	46074	28393	0	0	0	0	168	187	31	57	31	57
563	2385648760	46157	28423	0	0	0	0	168	188	31	57	31	57
564	2398372600	46240	28453	0	0	0	0	169	188	31	57	31	57
565	2411141600	46323	28483	0	0	0	0	169	188	31	57	31	57
566	2423955840	46406	28513	0	0	0	0	169	189	31	57	31	57
567	2436815400	46489	28543	0	0	0	0	170	189	31	57	31	57
568	2449720360	46572	28573	0	0	0	0	170	189	31	57	31	57
569	2462670800	46655	28603	0	0	0	0	170	190	31	57	31	57
570	2475666800	46738	28633	0	0	0	0	171	190	31	58	31	58
571	2488708440	46821	28663	0	0	0	0	171	190	31	58	31	58
572	2501795800	46904	28693	0	0	0	0	171	191	31	58	31	58
573	2514928960	46987	28723	0	0	0	0	171	191	31	58	31	58
574	2528108000	47070	28753	0	0	0	0	171	191	31	58	31	58
575	2541333000	47153	28783	0	0	0	0	171	192	31	58	31	58
576	2554604040	47236	28813	0	0	0	0	172	192	32	58	32	58
577	2567921200	47319	28843	0	0	0	0	172	192	32	58	32	58
578	2581284560	47402	28873	0	0	0	0	172	193	32	58	32	58
579	2594694200	47485	28903	0	0	0	0	173	193	32	58	32	58
580	2608150200	47568	28933	0	0	0	0	173	193	32	59	32	59
581	2621652640	47651	28963	0	0	0	0	173	194	32	59	32	59
582	2635201600	47734	28993	0	0	0	0	174	194	32	59	32	59
583	2648797160	47817	29023	0	0	0	0	174	194	32	59	32	59
584	2662439400	47900	29053	0	0	0	0	174	195	32	59	32	59
585	2676128400	47983	29083	0	0	0	0	175	195	32	59	32	59
586	2689864240	48066	29113	0	0	0	0	175	195	32	59	32	59
587	2703647000	48149	29143	0	0	0	0	175	196	32	59	32	59
588	2717476760	48232	29173	0	0	0	0	176	196	32	59	32	59
589	2731353600	48315	29203	0	0	0	0	176	196	32	59	32	59
590	2745277600	48398	29233	0	0	0	0	176	197	32	60	32	60
591	2759248840	48481	29263	0	0	0	0	177	197	32	60	32	60
592	2773267400	48564	29293	0	0	0	0	177	197	32	60	32	60
593	2787333360	48647	29323	0	0	0	0	177	198	32	60	32	60
594	2801446800	48730	29353	0	0	0	0	178	198	33	60	33	60
595	2815607800	48813	29383	0	0	0	0	178	198	33	60	33	60
596	2829816440	48896	29413	0	0	0	0	178	199	33	60	33	60
597	2844072800	48979	29443	0	0	0	0	179	199	33	60	33	60
598	2858376960	49062	29473	0	0	0	0	179	199	33	60	33	60
599	2872729000	49145	29503	0	0	0	0	179	200	33	60	33	60
600	2887129000	49228	29533	0	0	0	0	180	200	33	61	33	61
601	2901577040	49311	29563	0	0	0	0	180	200	33	61	33	61
602	2916073200	49394	29593	0	0	0	0	180	201	33	61	33	61
603	2930617560	49477	29623	0	0	0	0	180	201	33	61	33	61
604	2945210200	49560	29653	0	0	0	0	180	201	33	61	33	61
605	2959851200	49643	29683	0	0	0	0	180	202	33	61	33	61
606	2974540640	49726	29713	0	0	0	0	181	202	33	61	33	61
607	2989278600	49809	29743	0	0	0	0	181	202	33	61	33	61
608	3004065160	49892	29773	0	0	0	0	181	203	33	61	33	61
609	3018900400	49975	29803	0	0	0	0	182	203	33	61	33	61
610	3033784400	50058	29833	0	0	0	0	182	203	33	62	33	62
611	3048717240	50141	29863	0	0	0	0	182	204	33	62	33	62
612	3063699000	50224	29893	0	0	0	0	183	204	34	62	34	62
613	3078729760	50307	29923	0	0	0	0	183	204	34	62	34	62
614	3093809600	50390	29953	0	0	0	0	183	205	34	62	34	62
615	3108938600	50473	29983	0	0	0	0	184	205	34	62	34	62
616	3124116840	50556	30013	0	0	0	0	184	205	34	62	34	62
617	3139344400	50639	30043	0	0	0	0	184	206	34	62	34	62
618	3154621360	50722	30073	0	0	0	0	185	206	34	62	34	62
619	3169947800	50805	30103	0	0	0	0	185	206	34	62	34	62
620	3185323800	50888	30133	0	0	0	0	185	207	34	63	34	63
621	3200749440	50971	30163	0	0	0	0	186	207	34	63	34	63
622	3216224800	51054	30193	0	0	0	0	186	207	34	63	34	63
623	3231749960	51137	30223	0	0	0	0	186	208	34	63	34	63
624	3247325000	51220	30253	0	0	0	0	187	208	34	63	34	63
625	3262950000	51303	30283	0	0	0	0	187	208	34	63	34	63
626	3278625040	51386	30313	0	0	0	0	187	209	34	63	34	63
627	3294350200	51469	30343	0	0	0	0	188	209	34	63	34	63
628	3310125560	51552	30373	0	0	0	0	188	209	34	63	34	63
629	3325951200	51635	30403	0	0	0	0	188	210	34	63	34	63
630	3341827200	51718	30433	0	0	0	0	189	210	35	64	35	64
631	3357753640	51801	30463	0	0	0	0	189	210	35	64	35	64
632	3373730600	51884	30493	0	0	0	0	189	211	35	64	35	64
633	3389758160	51967	30523	0	0	0	0	189	211	35	64	35	64
634	3405836400	52050	30553	0	0	0	0	189	211	35	64	35	64
635	3421965400	52133	30583	0	0	0	0	189	212	35	64	35	64
636	3438145240	52216	30613	0	0	0	0	190	212	35	64	35	64
637	3454376000	52299	30643	0	0	0	0	190	212	35	64	35	64
638	3470657760	52382	30673	0	0	0	0	190	213	35	64	35	64
639	3486990600	52465	30703	0	0	0	0	191	213	35	64	35	64
640	3503374600	52548	30733	0	0	0	0	191	213	35	65	35	65
641	3519809840	52631	30763	0	0	0	0	191	214	35	65	35	65
642	3536296400	52714	30793	0	0	0	0	192	214	35	65	35	65
643	3552834360	52797	30823	0	0	0	0	192	214	35	65	35	65
644	3569423800	52880	30853	0	0	0	0	192	215	35	65	35	65
645	3586064800	52963	30883	0	0	0	0	193	215	35	65	35	65
646	3602757440	53046	30913	0	0	0	0	193	215	35	65	35	65
647	3619501800	53129	30943	0	0	0	0	193	216	35	65	35	65
648	3636297960	53212	30973	0	0	0	0	194	216	36	65	36	65
649	3653146000	53295	31003	0	0	0	0	194	216	36	65	36	65
650	3670046000	53378	31033	0	0	0	0	194	217	36	66	36	66
651	3686998040	53461	31063	0	0	0	0	195	217	36	66	36	66
652	3704002200	53544	31093	0	0	0	0	195	217	36	66	36	66
653	3721058560	53627	31123	0	0	0	0	195	218	36	66	36	66
654	3738167200	53710	31153	0	0	0	0	196	218	36	66	36	66
655	3755328200	53793	31183	0	0	0	0	196	218	36	66	36	66
656	3772541640	53876	31213	0	0	0	0	196	219	36	66	36	66
657	3789807600	53959	31243	0	0	0	0	197	219	36	66	36	66
658	3807126160	54042	31273	0	0	0	0	197	219	36	66	36	66
659	3824497400	54125	31303	0	0	0	0	197	220	36	66	36	66
660	3841921400	54208	31333	0	0	0	0	198	220	36	67	36	67
661	3859398240	54291	31363	0	0	0	0	198	220	36	67	36	67
662	3876928000	54374	31393	0	0	0	0	198	221	36	67	36	67
663	3894510760	54457	31423	0	0	0	0	198	221	36	67	36	67
664	3912146600	54540	31453	0	0	0	0	198	221	36	67	36	67
665	3929835600	54623	31483	0	0	0	0	198	222	36	67	36	67
666	3947577840	54706	31513	0	0	0	0	199	222	37	67	37	67
667	3965373400	54789	31543	0	0	0	0	199	222	37	67	37	67
668	3983222360	54872	31573	0	0	0	0	199	223	37	67	37	67
669	4001124800	54955	31603	0	0	0	0	200	223	37	67	37	67
670	4019080800	55038	31633	0	0	0	0	200	223	37	68	37	68
671	4037090440	55121	31663	0	0	0	0	200	224	37	68	37	68
672	4055153800	55204	31693	0	0	0	0	201	224	37	68	37	68
673	4073270960	55287	31723	0	0	0	0	201	224	37	68	37	68
674	4091442000	55370	31753	0	0	0	0	201	225	37	68	37	68
675	4109667000	55453	31783	0	0	0	0	202	225	37	68	37	68
676	4127946040	55536	31813	0	0	0	0	202	225	37	68	37	68
677	4146279200	55619	31843	0	0	0	0	202	226	37	68	37	68
678	4164666560	55702	31873	0	0	0	0	203	226	37	68	37	68
679	4183108200	55785	31903	0	0	0	0	203	226	37	68	37	68
680	4201604200	55868	31933	0	0	0	0	203	227	37	69	37	69
681	4220154640	55951	31963	0	0	0	0	204	227	37	69	37	69
682	4238759600	56034	31993	0	0	0	0	204	227	37	69	37	69
683	4257419160	56117	32023	0	0	0	0	204	228	37	69	37	69
684	4276133400	56200	32053	0	0	0	0	205	228	38	69	38	69
685	4294902400	56283	32083	0	0	0	0	205	228	38	69	38	69
686	4313726240	56366	32113	0	0	0	0	205	229	38	69	38	69
687	4332605000	56449	32143	0	0	0	0	206	229	38	69	38	69
688	4351538760	56532	32173	0	0	0	0	206	229	38	69	38	69
689	4370527600	56615	32203	0	0	0	0	206	230	38	69	38	69
690	4389571600	56698	32233	0	0	0	0	207	230	38	70	38	70
691	4408670840	56781	32263	0	0	0	0	207	230	38	70	38	70
692	4427825400	56864	32293	0	0	0	0	207	231	38	70	38	70
693	4447035360	56947	32323	0	0	0	0	207	231	38	70	38	70
694	4466300800	57030	32353	0	0	0	0	207	231	38	70	38	70
695	4485621800	57113	32383	0	0	0	0	207	232	38	70	38	70
696	4504998440	57196	32413	0	0	0	0	208	232	38	70	38	70
697	4524430800	57279	32443	0	0	0	0	208	232	38	70	38	70
698	4543918960	57362	32473	0	0	0	0	208	233	38	70	38	70
699	4563463000	57445	32503	0	0	0	0	209	233	38	70	38	70
700	4583063000	57528	32533	0	0	0	0	209	233	38	71	38	71
701	4602719040	57611	32563	0	0	0	0	209	234	38	71	38	71
702	4622431200	57694	32593	0	0	0	0	210	234	39	71	39	71
703	4642199560	57777	32623	0	0	0	0	210	234	39	71	39	71
704	4662024200	57860	32653	0	0	0	0	210	235	39	71	39	71
705	4681905200	57943	32683	0	0	0	0	211	235	39	71	39	71
706	4701842640	58026	32713	0	0	0	0	211	235	39	71	39	71
707	4721836600	58109	32743	0	0	0	0	211	236	39	71	39	71
708	4741887160	58192	32773	0	0	0	0	212	236	39	71	39	71
709	4761994400	58275	32803	0	0	0	0	212	236	39	71	39	71
710	4782158400	58358	32833	0	0	0	0	212	237	39	72	39	72
711	4802379240	58441	32863	0	0	0	0	213	237	39	72	39	72
712	4822657000	58524	32893	0	0	0	0	213	237	39	72	39	72
713	4842991760	58607	32923	0	0	0	0	213	238	39	72	39	72
714	4863383600	58690	32953	0	0	0	0	214	238	39	72	39	72
715	4883832600	58773	32983	0	0	0	0	214	238	39	72	39	72
716	4904338840	58856	33013	0	0	0	0	214	239	39	72	39	72
717	4924902400	58939	33043	0	0	0	0	215	239	39	72	39	72
718	4945523360	59022	33073	0	0	0	0	215	239	39	72	39	72
719	4966201800	59105	33103	0	0	0	0	215	240	39	72	39	72
720	4986937800	59188	33133	0	0	0	0	216	240	40	73	40	73
721	5007731440	59271	33163	0	0	0	0	216	240	40	73	40	73
722	5028582800	59354	33193	0	0	0	0	216	241	40	73	40	73
723	5049491960	59437	33223	0	0	0	0	216	241	40	73	40	73
724	5070459000	59520	33253	0	0	0	0	216	241	40	73	40	73
725	5091484000	59603	33283	0	0	0	0	216	242	40	73	40	73
726	5112567040	59686	33313	0	0	0	0	217	242	40	73	40	73
727	5133708200	59769	33343	0	0	0	0	217	242	40	73	40	73
728	5154907560	59852	33373	0	0	0	0	217	243	40	73	40	73
729	5176165200	59935	33403	0	0	0	0	218	243	40	73	40	73
730	5197481200	60018	33433	0	0	0	0	218	243	40	74	40	74
731	5218855640	60101	33463	0	0	0	0	218	244	40	74	40	74
732	5240288600	60184	33493	0	0	0	0	219	244	40	74	40	74
733	5261780160	60267	33523	0	0	0	0	219	244	40	74	40	74
734	5283330400	60350	33553	0	0	0	0	219	245	40	74	40	74
735	5304939400	60433	33583	0	0	0	0	220	245	40	74	40	74
736	5326607240	60516	33613	0	0	0	0	220	245	40	74	40	74
737	5348334000	60599	33643	0	0	0	0	220	246	40	74	40	74
738	5370119760	60682	33673	0	0	0	0	221	246	41	74	41	74
739	5391964600	60765	33703	0	0	0	0	221	246	41	74	41	74
740	5413868600	60848	33733	0	0	0	0	221	247	41	75	41	75
741	5435831840	60931	33763	0	0	0	0	222	247	41	75	41	75
742	5457854400	61014	33793	0	0	0	0	222	247	41	75	41	75
743	5479936360	61097	33823	0	0	0	0	222	248	41	75	41	75
744	5502077800	61180	33853	0	0	0	0	223	248	41	75	41	75
745	5524278800	61263	33883	0	0	0	0	223	248	41	75	41	75
746	5546539440	61346	33913	0	0	0	0	223	249	41	75	41	75
747	5568859800	61429	33943	0	0	0	0	224	249	41	75	41	75
748	5591239960	61512	33973	0	0	0	0	224	249	41	75	41	75
749	5613680000	61595	34003	0	0	0	0	224	250	41	75	41	75
750	5636180000	61678	34033	0	0	0	0	225	250	41	76	41	76
751	5658740040	61761	34063	0	0	0	0	225	250	41	76	41	76
752	5681360200	61844	34093	0	0	0	0	225	251	41	76	41	76
753	5704040560	61927	34123	0	0	0	0	225	251	41	76	41	76
754	5726781200	62010	34153	0	0	0	0	225	251	41	76	41	76
755	5749582200	62093	34183	0	0	0	0	225	252	41	76	41	76
756	5772443640	62176	34213	0	0	0	0	226	252	42	76	42	76
757	5795365600	62259	34243	0	0	0	0	226	252	42	76	42	76
758	5818348160	62342	34273	0	0	0	0	226	253	42	76	42	76
759	5841391400	62425	34303	0	0	0	0	227	253	42	76	42	76
760	5864495400	62508	34333	0	0	0	0	227	253	42	77	42	77
761	5887660240	62591	34363	0	0	0	0	227	254	42	77	42	77
762	5910886000	62674	34393	0	0	0	0	228	254	42	77	42	77
763	5934172760	62757	34423	0	0	0	0	228	254	42	77	42	77
764	5957520600	62840	34453	0	0	0	0	228	255	42	77	42	77
765	5980929600	62923	34483	0	0	0	0	229	255	42	77	42	77
766	6004399840	63006	34513	0	0	0	0	229	255	42	77	42	77
767	6027931400	63089	34543	0	0	0	0	229	256	42	77	42	77
768	6051524360	63172	34573	0	0	0	0	230	256	42	77	42	77
769	6075178800	63255	34603	0	0	0	0	230	256	42	77	42	77
770	6098894800	63338	34633	0	0	0	0	230	257	42	78	42	78
771	6122672440	63421	34663	0	0	0	0	231	257	42	78	42	78
772	6146511800	63504	34693	0	0	0	0	231	257	42	78	42	78
773	6170412960	63587	34723	0	0	0	0	231	258	42	78	42	78
774	6194376000	63670	34753	0	0	0	0	232	258	43	78	43	78
775	6218401000	63753	34783	0	0	0	0	232	258	43	78	43	78
776	6242488040	63836	34813	0	0	0	0	232	259	43	78	43	78
777	6266637200	63919	34843	0	0	0	0	233	259	43	78	43	78
778	6290848560	64002	34873	0	0	0	0	233	259	43	78	43	78
779	6315122200	64085	34903	0	0	0	0	233	260	43	78	43	78
780	6339458200	64168	34933	0	0	0	0	234	260	43	79	43	79
781	6363856640	64251	34963	0	0	0	0	234	260	43	79	43	79
782	6388317600	64334	34993	0	0	0	0	234	261	43	79	43	79
783	6412841160	64417	35023	0	0	0	0	234	261	43	79	43	79
784	6437427400	64500	35053	0	0	0	0	234	261	43	79	43	79
785	6462076400	64583	35083	0	0	0	0	234	262	43	79	43	79
786	6486788240	64666	35113	0	0	0	0	235	262	43	79	43	79
787	6511563000	64749	35143	0	0	0	0	235	262	43	79	43	79
788	6536400760	64832	35173	0	0	0	0	235	263	43	79	43	79
789	6561301600	64915	35203	0	0	0	0	236	263	43	79	43	79
790	6586265600	64998	35233	0	0	0	0	236	263	43	80	43	80
791	6611292840	65081	35263	0	0	0	0	236	264	43	80	43	80
792	6636383400	65164	35293	0	0	0	0	237	264	44	80	44	80
793	6661537360	65247	35323	0	0	0	0	237	264	44	80	44	80
794	6686754800	65330	35353	0	0	0	0	237	265	44	80	44	80
795	6712035800	65413	35383	0	0	0	0	238	265	44	80	44	80
796	6737380440	65496	35413	0	0	0	0	238	265	44	80	44	80
797	6762788800	65579	35443	0	0	0	0	238	266	44	80	44	80
798	6788260960	65662	35473	0	0	0	0	239	266	44	80	44	80
799	6813797000	65745	35503	0	0	0	0	239	266	44	80	44	80
800	6839397000	65828	35533	0	0	0	0	239	267	44	81	44	81
801	6865061040	65911	35563	0	0	0	0	240	267	44	81	44	81
802	6890789200	65994	35593	0	0	0	0	240	267	44	81	44	81
803	6916581560	66077	35623	0	0	0	0	240	268	44	81	44	81
804	6942438200	66160	35653	0	0	0	0	241	268	44	81	44	81
805	6968359200	66243	35683	0	0	0	0	241	268	44	81	44	81
806	6994344640	66326	35713	0	0	0	0	241	269	44	81	44	81
807	7020394600	66409	35743	0	0	0	0	242	269	44	81	44	81
808	7046509160	66492	35773	0	0	0	0	242	269	44	81	44	81
809	7072688400	66575	35803	0	0	0	0	242	270	44	81	44	81
810	7098932400	66658	35833	0	0	0	0	243	270	45	82	45	82
811	7125241240	66741	35863	0	0	0	0	243	270	45	82	45	82
812	7151615000	66824	35893	0	0	0	0	243	271	45	82	45	82
813	7178053760	66907	35923	0	0	0	0	243	271	45	82	45	82
814	7204557600	66990	35953	0	0	0	0	243	271	45	82	45	82
815	7231126600	67073	35983	0	0	0	0	243	272	45	82	45	82
816	7257760840	67156	36013	0	0	0	0	244	272	45	82	45	82
817	7284460400	67239	36043	0	0	0	0	244	272	45	82	45	82
818	7311225360	67322	36073	0	0	0	0	244	273	45	82	45	82
819	7338055800	67405	36103	0	0	0	0	245	273	45	82	45	82
820	7364951800	67488	36133	0	0	0	0	245	273	45	83	45	83
821	7391913440	67571	36163	0	0	0	0	245	274	45	83	45	83
822	7418940800	67654	36193	0	0	0	0	246	274	45	83	45	83
823	7446033960	67737	36223	0	0	0	0	246	274	45	83	45	83
824	7473193000	67820	36253	0	0	0	0	246	275	45	83	45	83
825	7500418000	67903	36283	0	0	0	0	247	275	45	83	45	83
826	7527709040	67986	36313	0	0	0	0	247	275	45	83	45	83
827	7555066200	68069	36343	0	0	0	0	247	276	45	83	45	83
828	7582489560	68152	36373	0	0	0	0	248	276	46	83	46	83
829	7609979200	68235	36403	0	0	0	0	248	276	46	83	46	83
830	7637535200	68318	36433	0	0	0	0	248	277	46	84	46	84
831	7665157640	68401	36463	0	0	0	0	249	277	46	84	46	84
832	7692846600	68484	36493	0	0	0	0	249	277	46	84	46	84
833	7720602160	68567	36523	0	0	0	0	249	278	46	84	46	84
834	7748424400	68650	36553	0	0	0	0	250	278	46	84	46	84
835	7776313400	68733	36583	0	0	0	0	250	278	46	84	46	84
836	7804269240	68816	36613	0	0	0	0	250	279	46	84	46	84
837	7832292000	68899	36643	0	0	0	0	251	279	46	84	46	84
838	7860381760	68982	36673	0	0	0	0	251	279	46	84	46	84
839	7888538600	69065	36703	0	0	0	0	251	280	46	84	46	84
840	7916762600	69148	36733	0	0	0	0	252	280	46	85	46	85
841	7945053840	69231	36763	0	0	0	0	252	280	46	85	46	85
842	7973412400	69314	36793	0	0	0	0	252	281	46	85	46	85
843	8001838360	69397	36823	0	0	0	0	252	281	46	85	46	85
844	8030331800	69480	36853	0	0	0	0	252	281	46	85	46	85
845	8058892800	69563	36883	0	0	0	0	252	282	46	85	46	85
846	8087521440	69646	36913	0	0	0	0	253	282	47	85	47	85
847	8116217800	69729	36943	0	0	0	0	253	282	47	85	47	85
848	8144981960	69812	36973	0	0	0	0	253	283	47	85	47	85
849	8173814000	69895	37003	0	0	0	0	254	283	47	85	47	85
850	8202714000	69978	37033	0	0	0	0	254	283	47	86	47	86
851	8231682040	70061	37063	0	0	0	0	254	284	47	86	47	86
852	8260718200	70144	37093	0	0	0	0	255	284	47	86	47	86
853	8289822560	70227	37123	0	0	0	0	255	284	47	86	47	86
854	8318995200	70310	37153	0	0	0	0	255	285	47	86	47	86
855	8348236200	70393	37183	0	0	0	0	256	285	47	86	47	86
856	8377545640	70476	37213	0	0	0	0	256	285	47	86	47	86
857	8406923600	70559	37243	0	0	0	0	256	286	47	86	47	86
858	8436370160	70642	37273	0	0	0	0	257	286	47	86	47	86
859	8465885400	70725	37303	0	0	0	0	257	286	47	86	47	86
860	8495469400	70808	37333	0	0	0	0	257	287	47	87	47	87
861	8525122240	70891	37363	0	0	0	0	258	287	47	87	47	87
